total_demand,rolling_mean_7,rolling_mean_14,rolling_mean_28,rolling_std_7,rolling_std_28
23855,26102.0,26061.714285714286,25208.39285714286,4113.749344170924,4144.130658415726
30599,25856.714285714286,26081.928571428572,25213.178571428572,4200.883943262649,4142.426396257717
29643,25624.428571428572,26038.85714285714,25174.25,3817.5268982742814,4084.0257066064387
23101,25371.0,25665.071428571428,25187.10714285714,3405.5474351906137,4097.982578088572
20492,25109.0,25560.714285714286,25156.214285714286,3513.5171362420733,4110.769373398347
19230,24604.85714285714,25399.285714285714,25155.89285714286,3924.764130007115,4111.147189084509
18854,24099.85714285714,25161.428571428572,25101.35714285714,4399.649244677409,4181.19252184851
23350,23682.0,24892.0,25050.535714285714,4779.328544192516,4250.083855226274
29620,23609.85714285714,24733.285714285714,25079.85714285714,4780.093284604793,4234.848160418381
29866,23470.0,24547.214285714286,25069.571428571428,4550.321050944283,4223.020346453572
21449,23501.85714285714,24436.428571428572,25110.964285714286,4601.237385333481,4265.460719175057
19581,23265.85714285714,24187.428571428572,25118.428571428572,4667.118612469279,4258.613262628448
18928,23135.714285714286,23870.285714285714,25000.89285714286,4768.950014216468,4366.947025260161
21742,23092.571428571428,23596.214285714286,24889.535714285714,4811.34997885704,4483.292172319461
28309,23505.14285714286,23593.571428571428,24827.64285714286,4501.14024178213,4515.3907358449615
33478,24213.571428571428,23911.714285714286,24996.821428571428,4849.4236378200285,4555.168631700424
33058,24764.714285714286,24117.35714285714,25078.10714285714,5709.280681903975,4688.3594883284
24852,25220.714285714286,24361.285714285714,25013.178571428572,6283.248037819446,4558.432325177979
23581,25706.85714285714,24486.35714285714,25023.535714285714,6070.845806765629,4557.6986353344055
22656,26278.285714285714,24707.0,25053.14285714286,5565.345772854422,4545.071182380982
22901,26810.85714285714,24951.714285714286,25056.571428571428,4881.039316531246,4543.1566316707795
24754,26976.428571428572,25240.785714285714,25066.39285714286,4696.612994387298,4538.001920728954
31745,26468.571428571428,25341.071428571428,25037.178571428572,4720.647055123654,4537.259378813924
31536,26221.0,25492.85714285714,25020.035714285714,4320.235718877695,4509.920648740564
24829,26003.571428571428,25612.14285714286,25024.285714285714,3940.396547605452,4516.223872162679
23218,26000.285714285714,25853.571428571428,25020.5,3941.526257440796,4516.345913170005
21611,25948.428571428572,26113.35714285714,24991.821428571428,3980.8525408988667,4525.468046622944
21964,25799.14285714286,26305.0,24950.60714285714,4141.26226443788,4551.678187375352
25482,25665.285714285714,26320.85714285714,24957.214285714286,4263.878973981546,4547.035724327099
29234,25769.285714285714,26118.928571428572,25015.321428571428,4246.791405060443,4542.822577091385
29787,25410.571428571428,25815.785714285714,24966.571428571428,3732.8669883054995,4487.672979672958
22389,25160.714285714286,25582.14285714286,24971.714285714286,3286.361397974248,4493.309609706107
19474,24812.14285714286,25406.214285714286,24946.285714285714,3452.6047861757693,4506.284417197526
20188,24277.285714285714,25112.85714285714,24909.928571428572,3989.0444016199244,4547.471490583745
19768,24074.0,24936.571428571428,24944.14285714286,4179.2892936479075,4506.5740515983625
24279,23760.285714285714,24712.785714285714,24976.785714285714,4438.456440186002,4463.9354863679455
29575,23588.428571428572,24678.85714285714,25009.964285714286,4383.632316437398,4454.839611213877
24018,23637.14285714286,24523.85714285714,25008.35714285714,4458.088956364281,4453.122668123403
20004,22813.0,23986.85714285714,24799.5,3578.108718303571,4352.865624866928
18113,22472.285714285714,23642.214285714286,24747.89285714286,3735.3106392144414,4402.344723232077
17929,22277.85714285714,23277.571428571428,24695.464285714286,3946.819623805624,4474.3106688785265
18145,21955.14285714286,23014.571428571428,24659.785714285714,4228.481895770297,4525.692346110174
22735,21723.285714285714,22741.785714285714,24531.321428571428,4409.037034481406,4660.6228168567
28101,21502.714285714286,22545.571428571428,24332.25,4297.072131668484,4612.078455092229
29045,21292.14285714286,22464.64285714286,24140.214285714286,3848.2500104407413,4319.852469678606
22837,22010.285714285714,22411.64285714286,23996.89285714286,4794.450984012169,4072.5151782386415
24080,22415.0,22443.64285714286,23924.928571428572,4715.794029994667,4074.647868708196
20761,23267.428571428572,22772.64285714286,23942.75,4332.259989779886,4074.1791231827015
21184,23672.0,22813.571428571428,23875.071428571428,3856.779269459601,4111.910504219296
24486,24106.14285714286,22914.714285714286,23813.75,3255.035403216142,4139.684087293688
28412,24356.285714285714,22929.5,23804.178571428572,3198.9006296062453,4137.738969744952
23688,24400.714285714286,22846.428571428572,23685.14285714286,3261.132406301309,3944.2526843617943
25024,23635.428571428572,22822.85714285714,23404.85714285714,2538.0059007774103,3632.195833298165
22231,23947.85714285714,23181.428571428572,23411.821428571428,2557.8703660513775,3635.213275658498
22165,23683.714285714286,23475.571428571428,23376.571428571428,2636.220192768788,3641.941489030787
22413,23884.285714285714,23778.14285714286,23396.35714285714,2421.4518175594376,3633.4894075987418
25648,24059.85714285714,24083.0,23412.39285714286,2230.019987098129,3627.9203647930867
28736,24225.85714285714,24291.071428571428,23418.321428571428,2308.882949867851,3631.56148492395
31320,24272.14285714286,24336.428571428572,23400.535714285714,2407.912057403773,3603.132273989176
22213,25362.428571428572,24498.928571428572,23455.285714285714,3554.299033430866,3713.719487772658
19613,24960.85714285714,24454.35714285714,23449.0,3752.1948878210546,3715.7394857451864
18770,24586.85714285714,24135.285714285714,23453.964285714286,4176.164964357106,3710.3210351480925
18684,24101.85714285714,23993.071428571428,23403.321428571428,4672.008541251162,3765.8121258144565
21649,23569.14285714286,23814.5,23364.60714285714,5090.521074460238,3809.8832133290293
27112,22997.85714285714,23611.85714285714,23270.678571428572,5042.505310807697,3818.9141083469262
26246,22765.85714285714,23519.0,23182.714285714286,4764.176718964552,3694.668128805423
20954,22041.0,23701.714285714286,23262.285714285714,3450.7097820593435,3737.0724911664192
19203,21861.14285714286,23411.0,23296.214285714286,3472.9894149263578,3710.61398889768
19058,21802.571428571428,23194.714285714286,23335.14285714286,3520.3573614593447,3659.5890147137743
20480,21843.714285714286,22972.785714285714,23375.464285714286,3480.4652329961987,3603.609430085779
22481,22100.285714285714,22834.714285714286,23458.85714285714,3268.4591025071654,3503.7189735340676
25527,22219.14285714286,22608.5,23449.785714285714,3264.438309447816,3505.9905913243692
23449,21992.714285714286,22379.285714285714,23357.85714285714,2903.5129133680944,3412.002732341025
22538,21593.14285714286,21817.071428571428,23158.0,2362.7332638684634,3225.327453947143
19555,21819.428571428572,21840.285714285714,23147.321428571428,2367.1665803334718,3226.924175371628
23165,21869.714285714286,21836.14285714286,22985.714285714286,2305.251375612202,3291.153584283768
22681,22456.428571428572,22150.071428571428,23071.571428571428,1968.3959507801403,3262.196890174553
26781,22770.85714285714,22435.571428571428,23125.035714285714,1765.389515902134,3242.322298533277
30310,23385.14285714286,22802.14285714286,23207.0,2311.3993184916844,3306.3765441721584
31604,24068.428571428572,23030.571428571428,23274.785714285714,3467.788433432411,3434.0308067940446
26685,25233.428571428572,23413.285714285714,23557.5,4454.471717916082,3777.939978544055
25089,25825.85714285714,23822.64285714286,23616.821428571428,4309.656460731384,3814.681793957841
24453,26616.428571428572,24243.071428571428,23718.89285714286,3373.5026237400325,3814.4637634810515
24782,26800.428571428572,24628.428571428572,23800.60714285714,3183.661197277051,3804.4368867326803
26419,27100.571428571428,24935.714285714286,23885.214285714286,2807.369875710634,3798.772826771556
29940,27048.85714285714,25217.0,23912.75,2817.553514935206,3814.7843551013334
31094,26996.0,25532.214285714286,23955.75,2748.8101668418753,3877.4365398250347
25752,26923.14285714286,26078.285714285714,23947.678571428572,2609.550627251827,3861.7425164331557
24155,26789.85714285714,26307.85714285714,24074.071428571428,2647.295313369932,3860.779300804926
25258,26656.428571428572,26636.428571428572,24236.285714285714,2768.09109057383,3760.5174373781806
22706,26771.428571428572,26785.928571428572,24468.0,2676.4995707791327,3608.018467144981
24712,26474.85714285714,26787.714285714286,24611.64285714286,3025.8910769430786,3445.6240762933253
28825,26231.0,26639.928571428572,24721.035714285714,3099.04237897235,3396.3516971198756
26106,26071.714285714286,26533.85714285714,24782.214285714286,2898.81968591158,3455.9210848880075
24261,25359.14285714286,26141.14285714286,24777.214285714286,1899.2300570293612,3453.825494285069
21810,25146.14285714286,25968.0,24895.321428571428,1931.1674731943244,3373.8620254733546
21401,24811.14285714286,25733.785714285714,24988.428571428572,2299.9404650679735,3244.44521798207
22780,24260.14285714286,25515.785714285714,25072.10714285714,2615.420388680136,3113.394424088769
24638,24270.714285714286,25372.785714285714,25154.25,2608.231310951641,3016.586550501512
26482,24260.14285714286,25245.571428571428,25231.285714285714,2606.2938839516455,2973.0177443023194
27668,23925.428571428572,24998.571428571428,25265.39285714286,2002.9602972552643,2982.0003147189755
22642,24148.571428571428,24753.85714285714,25416.071428571428,2344.3015916005556,2993.389778341488
19800,23917.285714285714,24531.714285714286,25419.785714285714,2410.2961584478608,2989.7486250970637
19930,23630.14285714286,24220.64285714286,25428.535714285714,2792.591295348657,2972.2559767405264
21451,23420.0,23840.071428571428,25313.0,3033.2671055041096,3122.574875299517
31033,23230.14285714286,23750.428571428572,25269.071428571428,3120.3444483246435,3169.276011828787
33001,24143.714285714286,24201.928571428572,25420.928571428572,4310.443237622072,3341.58772340746
29173,25075.0,24500.214285714286,25517.035714285714,5452.71192466036,3521.2764360978435
23033,25290.0,24719.285714285714,25430.214285714286,5599.6842768141805,3393.279560337332
26596,25345.85714285714,24631.571428571428,25299.785714285714,5570.743350414775,3413.389597595546
26602,26316.714285714286,24973.428571428572,25353.60714285714,5006.786551414842,3421.813482148566
26727,27269.85714285714,25344.928571428572,25430.35714285714,4150.087727127838,3424.964224893288
27679,28023.571428571428,25626.85714285714,25499.821428571428,3311.5547132800907,3431.045980817907
32486,27544.428571428572,25844.071428571428,25544.821428571428,3034.616716992046,3451.7483283818233
31539,27470.85714285714,26272.928571428572,25635.75,2882.7203256976636,3602.078398235799
26592,27808.85714285714,26549.428571428572,25651.64285714286,3232.9874434528474,3627.9417306591545
24632,28317.285714285714,26831.571428571428,25681.64285714286,2568.25749710354,3632.2727933764263
23445,28036.714285714286,27176.714285714286,25698.678571428572,2876.431337281529,3625.9606037937715
23447,27585.714285714286,27427.785714285714,25633.928571428572,3347.7547557671946,3650.2278764844928
27349,27117.14285714286,27570.35714285714,25660.39285714286,3699.085987491653,3630.848776794075
30869,27070.0,27307.214285714286,25754.571428571428,3692.8295384433814,3639.5273037454926
30334,26839.0,27154.928571428572,25827.571428571428,3330.3592899265313,3722.936559268579
24639,26666.85714285714,27237.85714285714,25978.571428571428,3067.7176873897242,3819.147068134752
21931,26387.85714285714,27352.571428571428,25992.071428571428,3162.9908013656554,3813.5148259895714
22487,26002.0,27019.35714285714,25996.39285714286,3553.5289033109884,3808.665707249281
22778,25865.14285714286,26725.428571428572,26035.178571428572,3684.455474402842,3765.4192236581207
26356,25769.571428571428,26443.35714285714,26035.10714285714,3765.420997141516,3765.483278601634
30284,25627.714285714286,26348.85714285714,26096.464285714286,3714.3597794813154,3755.8595650997477
28799,25544.14285714286,26191.571428571428,26232.25,3580.964554817187,3838.1397367590507
22895,25324.85714285714,25995.85714285714,26272.64285714286,3272.4761994841733,3859.7001055473015
21195,25075.714285714286,25731.785714285714,26281.678571428572,3397.398598647962,3851.172549233311
20504,24970.571428571428,25486.285714285714,26331.5,3520.1144326637327,3772.4338886777577
21243,24687.285714285714,25276.214285714286,26352.0,3820.288196558185,3737.758974057596
24542,24468.0,25118.785714285714,26344.571428571428,3988.498882202829,3748.052693694279
28953,24208.85714285714,24918.285714285714,26112.75,3903.4084861212878,3646.695212411117
28677,24018.714285714286,24781.428571428572,25968.178571428572,3576.9176075817627,3437.754586435859
26607,24001.285714285714,24663.071428571428,25950.464285714286,3549.939094044916,3421.8701566610553
25475,24531.571428571428,24803.64285714286,26078.10714285714,3633.406659373656,3375.354690160943
27237,25143.0,25056.785714285714,26038.071428571428,3325.414710979653,3375.632538020981
23713,26104.85714285714,25396.071428571428,26060.75,2668.91453769575,3381.6891420861916
26594,26457.714285714286,25462.85714285714,25953.10714285714,1997.9321571969908,3407.5666601918047
31959,26750.85714285714,25479.85714285714,25914.35714285714,1811.881198144734,3393.352861920284
32006,27180.285714285714,25599.5,25895.535714285714,2603.905317933398,3356.8177002558923
26354,27655.85714285714,25828.571428571428,25912.214285714286,3166.1260465839123,3386.9213197910226
26213,27619.714285714286,26075.64285714286,25903.714285714286,3181.501517328231,3385.4504362174007
24578,27725.14285714286,26434.071428571428,25960.178571428572,3110.0094013025755,3376.627432629043
24708,27345.285714285714,26725.071428571428,26000.64285714286,3333.8950050596713,3352.069534484793
28544,27487.428571428572,26972.571428571428,26045.678571428572,3170.422677243663,3324.8505291223587
33003,27766.0,27258.428571428572,26088.35714285714,3164.500855848612,3349.7761142907675
33909,27915.14285714286,27547.714285714286,26164.571428571428,3410.122403891647,3484.155133559488
28511,28187.0,27921.428571428572,26292.25,3839.433031060699,3701.3395335462724
25266,28495.14285714286,28057.428571428572,26430.535714285714,3753.396214477909,3709.6064529427154
23681,28359.85714285714,28042.5,26549.64285714286,3864.7762086383595,3612.0424120216726
23376,28231.714285714286,27788.5,26592.285714285714,4022.712340129296,3569.096211535313
27004,28041.428571428572,27764.428571428572,26613.64285714286,4242.664762353282,3547.1482360433665
32258,27821.428571428572,27793.714285714286,26636.785714285714,4252.177985344399,3547.518896743368
33973,27715.0,27815.071428571428,26707.285714285714,4107.742689117702,3641.0659291653947
25324,27724.14285714286,27955.571428571428,26892.071428571428,4123.866366593824,3874.9337096224262
22617,27268.85714285714,27882.0,26978.821428571428,4197.780938725094,3808.759670311379
21935,26890.428571428572,27625.14285714286,27029.60714285714,4515.788408725642,3737.597934693958
21414,26641.0,27436.35714285714,27080.714285714286,4764.004058212648,3653.9099996735354
24268,26360.714285714286,27201.071428571428,27086.821428571428,5037.952484700023,3643.920721721378
30383,25969.85714285714,26895.64285714286,27077.035714285714,5085.634061700045,3651.36823144971
30626,25702.0,26708.5,27128.10714285714,4736.646141170623,3688.391974623302
22085,25223.85714285714,26474.0,27197.714285714286,3848.179025139512,3736.7785478061037
20350,24761.14285714286,26015.0,27036.214285714286,4024.8096198690364,3858.9745169865137
21723,24437.285714285714,25663.85714285714,26853.178571428572,4307.381327995207,4052.459198995565
26299,24407.0,25524.0,26656.25,4328.600543670727,4165.515570997447
29208,25104.85714285714,25732.785714285714,26748.60714285714,4155.985219277976,4126.325199831185
34032,25810.571428571428,25890.214285714286,26841.964285714286,4402.319496853998,4152.187219090792
26925,26331.85714285714,26016.928571428572,26916.0,5181.137501507146,4263.787518158001
30158,25803.14285714286,25513.5,26734.535714285714,4848.032227222749,4145.621648260857
26134,26956.428571428572,25858.785714285714,26870.39285714286,4775.810886022136,4194.729182440879
24445,27782.714285714286,26110.0,26867.571428571428,3853.6232177993024,4195.2142701519715
24048,28171.571428571428,26289.285714285714,26862.821428571428,3226.561681684428,4197.977017684263
28246,27850.0,26477.428571428572,26839.25,3541.1312222696974,4212.352669145738
33030,27712.571428571428,26761.571428571428,26828.60714285714,3498.04964025873,4208.26042479669
34632,27569.428571428572,26950.64285714286,26829.571428571428,3204.5422895811853,4209.730469322068
26138,28670.428571428572,27236.785714285714,26855.39285714286,4135.089029962265,4256.71730883723
24645,28096.14285714286,27526.285714285714,26770.64285714286,4173.037759577201,4246.1435506716
23505,27883.428571428572,27833.071428571428,26748.464285714286,4324.91070648257,4255.904312504656
26343,27749.14285714286,27960.35714285714,26742.178571428572,4461.889227243368,4260.729802324088
26933,28077.0,27963.5,26848.14285714286,4222.500838760519,4210.511042390841
32195,27889.428571428572,27801.0,26845.60714285714,4242.856225749454,4210.435082112987
32034,27770.14285714286,27669.785714285714,26843.35714285714,4082.969525095318,4207.451425430182
24367,27399.0,28034.714285714286,26774.10714285714,3419.429923247431,4100.353068260281
22675,27146.0,27621.071428571428,26739.928571428572,3589.564643983063,4116.843531320523
21796,26864.571428571428,27374.0,26742.0,3883.5179866174003,4114.706244858976
21859,26620.428571428572,27184.785714285714,26737.035714285714,4172.863279857233,4120.799899715107
26706,25979.85714285714,27028.428571428572,26752.928571428572,4549.700372133351,4100.317195756942
32466,25947.428571428572,26918.428571428572,26840.0,4542.577860537725,4071.3783360866287
33228,25986.14285714286,26878.14285714286,26914.39285714286,4605.4173690184725,4156.651736044515
24090,26156.714285714286,26777.85714285714,27007.321428571428,4880.633009295871,4270.2378982525
22788,26117.14285714286,26631.571428571428,27078.928571428572,4898.651869939017,4200.886590097038
22193,26133.285714285714,26498.928571428572,27166.0,4885.586990126686,4079.771271729532
22383,26190.0,26405.214285714286,27182.785714285714,4828.820594444697,4057.4531270622033
30182,26264.85714285714,26122.35714285714,27042.928571428572,4753.972248852221,4155.3543498102235
39312,26761.428571428572,26354.428571428572,27077.714285714286,4983.720693656585,4178.164304138951
37214,27739.428571428572,26862.785714285714,27266.285714285714,6674.630473095939,4601.37072055018
30455,28308.85714285714,27232.785714285714,27633.75,7356.14818657544,4969.23960667208
26114,29218.14285714286,27667.64285714286,27644.35714285714,7137.892626178764,4975.140811067267
25913,29693.285714285714,27913.285714285714,27643.64285714286,6738.022798870251,4975.367116283875
26066,30224.714285714286,28207.35714285714,27696.071428571428,6170.697791829973,4948.072381342584
29985,30750.85714285714,28507.85714285714,27768.14285714286,5512.55695143889,4907.498478060822
35930,30722.714285714286,28742.071428571428,27830.25,5516.446613364016,4924.743720536424
35940,30239.571428571428,28989.5,27933.821428571428,4730.98132375455,5066.60055551584
29401,30057.571428571428,29183.214285714286,27980.535714285714,4433.085263378206,5136.197285369087
27427,29907.0,29562.571428571428,28097.071428571428,4435.235882490738,5129.856809268447
27414,30094.571428571428,29893.928571428572,28196.428571428572,4272.882979017916,5087.2841508752
26116,30309.0,30266.85714285714,28336.035714285714,4060.444146477913,5006.770930133051
29885,30316.14285714286,30533.5,28327.928571428572,4051.770865048667,5010.30019007933
38426,30301.85714285714,30512.285714285714,28433.35714285714,4053.3089950710505,5010.91895330724
36127,30658.428571428572,30449.0,28655.89285714286,4690.621595522394,5313.392132250186
27592,30685.14285714286,30371.35714285714,28802.071428571428,4726.113040987337,5463.9396852086375
24202,30426.714285714286,30166.85714285714,28917.25,4855.716209248847,5400.610936805273
22441,29966.0,30030.285714285714,28971.785714285714,5318.691223725382,5342.64042334141
22402,29255.571428571428,29782.285714285714,28994.821428571428,6004.31536083682,5311.856703036883
27130,28725.0,29520.571428571428,29014.214285714286,6473.726489948945,5285.767055006146
33151,28331.428571428572,29316.64285714286,29029.35714285714,6475.195540345811,5279.513131412961
32876,27577.85714285714,29118.14285714286,29053.821428571428,5305.9989768993655,5297.583859148336
24516,27113.428571428572,28899.285714285714,29041.25,4516.5319976409155,5287.719928882039
22437,26674.0,28550.35714285714,29056.464285714286,4610.861994609388,5273.539976862423
22142,26421.85714285714,28193.928571428572,29043.928571428572,4812.4256333153235,5289.385975206289
22982,26379.14285714286,27817.35714285714,29042.10714285714,4854.788441273597,5291.840716922648
26880,26462.0,27593.5,29063.5,4779.97004872066,5265.066518520392
33219,26426.285714285714,27378.85714285714,28945.571428571428,4775.078593220062,5276.05428066152
31853,26436.0,27006.928571428572,28727.964285714286,4791.08161065953,4948.122303663336
22695,26289.85714285714,26701.64285714286,28536.5,4572.518686988284,4705.364523211381
26039,26029.714285714286,26351.85714285714,28259.35714285714,4739.027175637261,4815.423309066671
24808,26544.285714285714,26483.071428571428,28256.678571428572,4471.93610994483,4816.681553637671
27902,26925.14285714286,26652.14285714286,28217.214285714286,4135.385489027241,4841.060178936493
28596,27628.0,27045.0,28282.785714285714,3754.026638158013,4823.244515477588
36887,27873.14285714286,27149.714285714286,28233.178571428572,3753.0687634064348,4812.219138921799
37887,28397.14285714286,27416.571428571428,28267.35714285714,4748.026798175265,4871.938120800594
27278,29259.14285714286,27774.5,28336.89285714286,5890.326573531994,4997.7727731259365
25188,29913.85714285714,27971.785714285714,28261.071428571428,5260.102705859507,4997.135267690665
26092,29792.285714285714,28168.285714285714,28181.10714285714,5373.202543309586,5028.7904321335
26147,29975.714285714286,28450.428571428572,28133.89285714286,5193.6069904670885,5042.446843872565
29755,29725.0,28676.5,28135.0,5350.390639943968,5041.990759096528
35922,29890.571428571428,28881.85714285714,28130.35714285714,5327.514143799243,5040.379205416146
35348,29752.714285714286,29074.928571428572,28040.928571428572,5124.931339842054,4870.287526142739
26773,29390.0,29324.571428571428,28013.10714285714,4505.722546569715,4824.393973372969
26701,29317.85714285714,29615.85714285714,27983.85714285714,4549.009541595161,4829.521728596331
23928,29534.0,29663.14285714286,28073.10714285714,4351.7453203666855,4779.879925187066
23114,29224.85714285714,29600.285714285714,28126.214285714286,4699.94700071435,4722.90760535046
26507,28791.571428571428,29258.285714285714,28151.64285714286,5149.307812937672,4692.766997193346
33545,28327.571428571428,29109.071428571428,28129.39285714286,5194.167012368868,4699.262789616364
32753,27988.0,28870.35714285714,28143.464285714286,4665.748957384367,4715.418480169247
25574,27617.285714285714,28503.64285714286,28139.071428571428,4045.3450909362314,4710.901517312803
25654,27446.0,28381.928571428572,28176.85714285714,4111.887806510933,4684.9363860994845
30787,27296.428571428572,28415.214285714286,28291.75,4162.23829436129,4577.166434030422
18427,28276.285714285714,28750.571428571428,28600.5,4042.7363552543493,4436.3812538632865
23998,27606.714285714286,28199.14285714286,28437.821428571428,5248.543566688623,4724.214542228713
25292,27248.285714285714,27787.928571428572,28334.89285714286,5419.062148695892,4790.345416597577
27134,26069.285714285714,27028.64285714286,28051.785714285714,4666.289807912547,4724.798850173744
22378,25266.571428571428,26441.928571428572,27883.25,3710.271591907284,4668.009065853326
21584,24810.0,26128.0,27871.928571428572,3859.767307321334,4681.4234296891245
21089,24228.571428571428,25762.5,27712.821428571428,4014.8712663937545,4819.690247105335
26268,22843.14285714286,25559.714285714286,27580.0,2890.305198911876,4952.131004071019
29727,23963.285714285714,25785.0,27521.64285714286,2365.2862204734975,4957.820400839877
38129,24781.714285714286,26015.0,27562.035714285714,3217.0870216333615,4971.486166367246
35078,26615.571428571428,26342.428571428572,27606.39285714286,6006.19560279613,5062.475974075846
29220,27750.428571428572,26508.5,27506.071428571428,6816.3398990255455,4875.585920562064
27267,28727.85714285714,26768.928571428572,27575.428571428572,6395.10259048728,4886.023039534003
25453,29539.714285714286,26884.14285714286,27649.678571428572,5654.9336487202545,4864.146676741677
26347,30163.14285714286,26503.14285714286,27626.85714285714,4733.491784738882,4873.2161766908985
29438,30174.428571428572,27068.85714285714,27634.0,4722.739030730045,4871.112877635523
34786,30133.14285714286,27457.428571428572,27622.678571428572,4728.561917700118,4866.366749157069
35743,29655.571428571428,28135.571428571428,27582.10714285714,3878.8875921301133,4798.87923905761
29151,29750.571428571428,28750.5,27596.214285714286,4038.6774591501635,4823.07355790615
26913,29740.714285714286,29234.285714285714,27681.14285714286,4040.2721325130938,4828.974116297681
26794,29690.14285714286,29614.928571428572,27688.714285714286,4078.4310066728444,4827.546404304596
29644,29881.714285714286,30022.428571428572,27791.071428571428,3872.5306848057267,4774.952789594583
28885,30352.714285714286,30263.571428571428,28024.285714285714,3558.7539820507295,4696.886911144935
34159,30273.714285714286,30203.428571428572,28109.214285714286,3588.457779895878,4689.92960823067
32087,30184.14285714286,29919.85714285714,28131.14285714286,3462.6756720091216,4717.640454752504
27068,29661.85714285714,29706.214285714286,28107.35714285714,2669.3080519472596,4695.0996929760795
26262,29364.285714285714,29552.5,28160.714285714286,2846.006307927284,4673.683612305871
26662,29271.285714285714,29480.714285714286,28182.428571428572,2948.257774476629,4663.006091516905
28182,29252.428571428572,29567.071428571428,28035.10714285714,2967.1052591789867,4642.788540579857
34646,29043.571428571428,29698.14285714286,28383.5,2986.3417340252486,4243.973456998013
29958,29866.571428571428,30070.14285714286,28763.785714285714,3654.4534409923676,4312.953798836644
13,29266.428571428572,29725.285714285714,28930.428571428572,3140.9233173884186,4263.704261759485
28032,24684.428571428572,27173.14285714286,27961.821428571428,11254.901063642486,6932.368052749581
24651,24822.14285714286,27093.214285714286,28163.75,11294.754334477147,6845.498069832028
24791,24592.0,26931.64285714286,28273.285714285714,11276.924772886143,6760.323079377648
24541,24324.714285714286,26788.571428571428,28405.5,11241.802965039093,6649.912377590368
33652,23804.571428571428,26424.071428571428,28343.821428571428,11117.127099767311,6678.420111759472
33751,23662.571428571428,26764.571428571428,28484.0,10960.818230666635,6749.34385288262
21807,24204.428571428572,26735.428571428572,28327.64285714286,11408.519650640366,6565.846193606365
33053,27317.85714285714,26001.14285714286,27853.678571428572,4718.656391692132,6539.454502414815
28751,28035.14285714286,26428.64285714286,27990.571428571428,5202.157899326364,6608.865983457491
25821,28620.85714285714,26606.428571428572,28043.571428571428,4983.861970686692,6608.798856679047
28499,28768.0,26546.35714285714,28056.714285714286,4865.749651047263,6603.820245984122
30405,29333.428571428572,26569.0,28133.571428571428,4509.6190473676215,6595.702941385796
