item_id,store_id,dept_id,cat_id,state_id,mean_demand,std_demand,total_demand,zero_days,zero_percentage,cv
HOBBIES_1_118,CA_1,HOBBIES_1,HOBBIES,CA,0.15838996340825928,0.40460725383681734,303,1637,85.57239937271302,2.5545005828047245
HOBBIES_1_119,CA_1,HOBBIES_1,HOBBIES,CA,0.4260324098274961,1.1878445516419098,815,1542,80.60637741766858,2.78815537090917
HOBBIES_1_120,CA_1,HOBBIES_1,HOBBIES,CA,0.3256664924202823,0.6444605343590298,623,1445,75.53580763199163,1.9788972748456244
HOBBIES_1_121,CA_1,HOBBIES_1,HOBBIES,CA,0.3721902770517512,1.3935371828888112,712,1658,86.67015159435442,3.7441525714414268
HOBBIES_1_122,CA_1,HOBBIES_1,HOBBIES,CA,0.5744903293256665,1.3455402719607248,1099,1426,74.54260324098276,2.3421460784903245
HOBBIES_1_123,CA_1,HOBBIES_1,HOBBIES,CA,0.5373758494511239,0.9248933068526263,1028,1280,66.9106116048092,1.7211292762734183
HOBBIES_1_124,CA_1,HOBBIES_1,HOBBIES,CA,0.7156299006795609,1.3582428244124076,1369,1298,67.85154208050183,1.8979682418560524
HOBBIES_1_125,CA_1,HOBBIES_1,HOBBIES,CA,0.12859383167799268,0.4959912085699409,246,1748,91.37480397281756,3.8570373251800687
HOBBIES_1_126,CA_1,HOBBIES_1,HOBBIES,CA,0.36696288552012546,0.7810490927830775,702,1470,76.84265551489806,2.12841440811115
HOBBIES_1_127,CA_1,HOBBIES_1,HOBBIES,CA,0.6346053319393623,1.3353868022503135,1214,1368,71.51071615263983,2.104279203216515
HOBBIES_1_128,CA_1,HOBBIES_1,HOBBIES,CA,0.21432305279665448,0.5245677381428459,410,1587,82.95870360690016,2.4475563001640586
HOBBIES_1_129,CA_1,HOBBIES_1,HOBBIES,CA,0.6199686356508103,0.8965056519358884,1186,1124,58.755880815473084,1.4460500102473477
HOBBIES_1_130,CA_1,HOBBIES_1,HOBBIES,CA,1.05488761108207,1.4538285915675266,2018,948,49.55567171981181,1.3781833972590083
HOBBIES_1_131,CA_1,HOBBIES_1,HOBBIES,CA,0.7260846837428123,2.081306062016644,1389,1488,77.7835859905907,2.8664783993073
HOBBIES_1_132,CA_1,HOBBIES_1,HOBBIES,CA,1.021955044432828,1.313169113788809,1955,930,48.61474124411919,1.284957808019433
HOBBIES_1_133,CA_1,HOBBIES_1,HOBBIES,CA,0.29587036069001565,0.5904298553995972,566,1461,76.37219027705176,1.9955694582675436
HOBBIES_1_134,CA_1,HOBBIES_1,HOBBIES,CA,4.153685311029796,3.7905972994073966,7946,385,20.125457396759018,0.912586538354688
HOBBIES_1_135,CA_1,HOBBIES_1,HOBBIES,CA,0.10141139571353894,0.3470785042203409,194,1745,91.21798222686878,3.422480301925321
HOBBIES_1_136,CA_1,HOBBIES_1,HOBBIES,CA,0.06534239414532149,0.2635771392449459,125,1795,93.83167799268165,4.033784539004652
HOBBIES_1_137,CA_1,HOBBIES_1,HOBBIES,CA,0.5938316779926817,0.9163231549909375,1136,1179,61.63094615786723,1.5430688340648446
HOBBIES_1_138,CA_1,HOBBIES_1,HOBBIES,CA,0.11029796131730267,0.36998185678832785,211,1737,90.79979090433874,3.3543852703131334
HOBBIES_1_139,CA_1,HOBBIES_1,HOBBIES,CA,0.3857814950339781,0.9754553857316024,738,1515,79.19498170412965,2.528517822363896
HOBBIES_1_140,CA_1,HOBBIES_1,HOBBIES,CA,0.3460533193936226,1.3246363483290622,662,1703,89.022477783586,3.827838873645764
HOBBIES_1_141,CA_1,HOBBIES_1,HOBBIES,CA,1.0041819132253005,1.3820363032349539,1921,1024,53.52848928384736,1.3762808162875935
HOBBIES_1_142,CA_1,HOBBIES_1,HOBBIES,CA,1.4072138003136434,2.3636212167019965,2692,1034,54.05122843700993,1.6796461320768648
HOBBIES_1_143,CA_1,HOBBIES_1,HOBBIES,CA,0.41296393099843176,0.7597891466311547,790,1346,70.36069001568217,1.839843844943543
HOBBIES_1_144,CA_1,HOBBIES_1,HOBBIES,CA,0.9137480397281756,1.033125115089378,1748,848,44.3282801881861,1.1306455063878607
HOBBIES_1_145,CA_1,HOBBIES_1,HOBBIES,CA,0.6664924202822792,1.9442036699160306,1275,1472,76.94720334553058,2.9170679376857773
HOBBIES_1_146,CA_1,HOBBIES_1,HOBBIES,CA,0.5065342394145321,0.88223053242729,969,1266,66.1787767903816,1.7416996992088811
HOBBIES_1_147,CA_1,HOBBIES_1,HOBBIES,CA,4.165708311552535,3.7934698395059945,7969,391,20.43910088865656,0.9106422139509308
HOBBIES_1_148,CA_1,HOBBIES_1,HOBBIES,CA,1.1704129639309984,1.4772411124345934,2239,952,49.764767381076844,1.2621537508206242
HOBBIES_1_149,CA_1,HOBBIES_1,HOBBIES,CA,0.7511761630946158,1.022129579565692,1437,1044,54.5739675901725,1.3607055572088858
HOBBIES_1_150,CA_1,HOBBIES_1,HOBBIES,CA,1.8342916884474647,2.876327278236249,3509,924,48.30109775222164,1.5680860881350653
HOBBIES_1_151,CA_1,HOBBIES_1,HOBBIES,CA,0.7088342916884475,0.8728891755534364,1356,973,50.86251960271825,1.2314432100543686
HOBBIES_1_152,CA_1,HOBBIES_1,HOBBIES,CA,0.2953476215368531,0.6722723416714393,565,1522,79.56089911134345,2.276207061269847
HOBBIES_1_153,CA_1,HOBBIES_1,HOBBIES,CA,1.2415054887611081,1.5639145419943103,2375,872,45.58285415577627,1.2596920079305751
HOBBIES_1_154,CA_1,HOBBIES_1,HOBBIES,CA,1.113434396236278,1.4637146702796888,2130,938,49.03293256664924,1.3145944433075327
HOBBIES_1_155,CA_1,HOBBIES_1,HOBBIES,CA,1.501829587036069,2.006298085158119,2873,989,51.698902247778356,1.3359026233579818
HOBBIES_1_156,CA_1,HOBBIES_1,HOBBIES,CA,0.2854155776267642,0.9323798380788572,546,1628,85.1019341348667,3.266744744038194
HOBBIES_1_157,CA_1,HOBBIES_1,HOBBIES,CA,0.6968112911657083,0.8804449678784011,1333,991,51.803450078410876,1.2635343012388458
HOBBIES_1_158,CA_1,HOBBIES_1,HOBBIES,CA,1.0815473078933613,2.3240689209565115,2069,1483,77.5222164140094,2.148837044847659
HOBBIES_1_159,CA_1,HOBBIES_1,HOBBIES,CA,1.101411395713539,1.5239246481634596,2107,933,48.771562990067956,1.3836107508005213
HOBBIES_1_160,CA_1,HOBBIES_1,HOBBIES,CA,0.3789858860428646,0.6453224165052787,725,1343,70.2038682697334,1.7027610796891008
HOBBIES_1_161,CA_1,HOBBIES_1,HOBBIES,CA,0.3319393622582331,1.2704845600170247,635,1679,87.76790381599582,3.8274597847442022
HOBBIES_1_162,CA_1,HOBBIES_1,HOBBIES,CA,0.13329848405645583,0.4440499746683228,255,1717,89.75431259801358,3.3312454962372606
HOBBIES_1_163,CA_1,HOBBIES_1,HOBBIES,CA,0.3397804495556717,0.6375385408765073,650,1416,74.01986408782018,1.8763249672257822
HOBBIES_1_164,CA_1,HOBBIES_1,HOBBIES,CA,0.9958180867746994,1.1105161416122993,1905,804,42.02822791427078,1.1151797264589651
HOBBIES_1_165,CA_1,HOBBIES_1,HOBBIES,CA,0.25980135912179825,0.5901380611623475,497,1531,80.03136434918976,2.2714972052385725
HOBBIES_1_166,CA_1,HOBBIES_1,HOBBIES,CA,0.9644537375849451,1.415615035207576,1845,1117,58.389963408259284,1.4677894646894813
HOBBIES_1_167,CA_1,HOBBIES_1,HOBBIES,CA,0.555671719811814,1.84384095220528,1063,1563,81.70412963930998,3.318219888587677
HOBBIES_1_168,CA_1,HOBBIES_1,HOBBIES,CA,0.18295870360690017,0.5204823829397304,350,1651,86.30423418714062,2.8448079958962977
HOBBIES_1_169,CA_1,HOBBIES_1,HOBBIES,CA,4.774699424986932,8.358466489528656,9134,847,44.276006272869836,1.7505743808263978
HOBBIES_1_170,CA_1,HOBBIES_1,HOBBIES,CA,0.1657083115525353,0.4366035137999628,317,1641,85.78149503397805,2.6347713624584506
HOBBIES_1_171,CA_1,HOBBIES_1,HOBBIES,CA,0.196549921589127,0.5275353353701162,376,1625,84.94511238891793,2.6839763206463627
HOBBIES_1_172,CA_1,HOBBIES_1,HOBBIES,CA,0.7271301620491375,1.0856524233882776,1391,1065,55.6717198118139,1.4930647634376528
HOBBIES_1_173,CA_1,HOBBIES_1,HOBBIES,CA,0.47098797699947725,0.7897883279011189,901,1282,67.01515943544172,1.676875772780067
HOBBIES_1_174,CA_1,HOBBIES_1,HOBBIES,CA,0.07213800313643493,0.2875056444481092,138,1789,93.51803450078411,3.9854949118060357
HOBBIES_1_175,CA_1,HOBBIES_1,HOBBIES,CA,0.19445896497647674,0.4935044951472263,372,1607,84.0041819132253,2.5378336000447415
HOBBIES_1_176,CA_1,HOBBIES_1,HOBBIES,CA,0.16989022477783586,0.46856502037568126,325,1649,86.1996863565081,2.7580457968574716
HOBBIES_1_177,CA_1,HOBBIES_1,HOBBIES,CA,1.0679560899111344,1.5192567461862487,2043,1022,53.42394145321484,1.4225835317935847
HOBBIES_1_178,CA_1,HOBBIES_1,HOBBIES,CA,8.263460533193935,9.762161600092142,15808,457,23.889179299529534,1.181364824201434
HOBBIES_1_179,CA_1,HOBBIES_1,HOBBIES,CA,1.0057501306847882,1.18014801846314,1924,838,43.80554103502352,1.1734008104573737
HOBBIES_1_180,CA_1,HOBBIES_1,HOBBIES,CA,0.1395713538944067,0.40118447047004907,267,1683,87.97699947726085,2.8744040899221117
HOBBIES_1_181,CA_1,HOBBIES_1,HOBBIES,CA,0.06116048092002091,0.26457930581404293,117,1808,94.511238891793,4.32598471813901
HOBBIES_1_183,CA_1,HOBBIES_1,HOBBIES,CA,0.36330371144798745,0.8215532540488767,695,1487,77.73131207527445,2.2613401079071958
HOBBIES_1_184,CA_1,HOBBIES_1,HOBBIES,CA,0.16832200731834815,0.4373993091801664,322,1635,85.4678515420805,2.598586579073473
HOBBIES_1_185,CA_1,HOBBIES_1,HOBBIES,CA,0.32462101411395716,0.6866213861709219,621,1438,75.16989022477783,2.1151476839693615
HOBBIES_1_186,CA_1,HOBBIES_1,HOBBIES,CA,0.16309461578672244,0.547490700268041,312,1705,89.1270256142185,3.3568900949127003
HOBBIES_1_187,CA_1,HOBBIES_1,HOBBIES,CA,0.4777835859905907,0.9024912644614226,914,1314,68.68792472556194,1.8889122417009863
HOBBIES_1_188,CA_1,HOBBIES_1,HOBBIES,CA,0.11552535284892838,0.37680451258051706,221,1725,90.17250392054365,3.261660780844023
HOBBIES_1_189,CA_1,HOBBIES_1,HOBBIES,CA,6.4396236278097225,7.9809290380351525,12319,524,27.39153162571877,1.2393471263707483
HOBBIES_1_190,CA_1,HOBBIES_1,HOBBIES,CA,0.07370622059592263,0.3157373508731411,141,1798,93.98849973863042,4.283727320711481
HOBBIES_1_191,CA_1,HOBBIES_1,HOBBIES,CA,0.06220595922634605,0.2925124633936463,119,1816,94.92943021432305,4.70232220564744
